cntry,region,four_region,rw_order,paed_age_cutoff,inc_time_tmc,type,elpd,crps,mae,rmse,ppd_0.500,ppd_0.800,ppd_0.950,spec
AGO,ESA,Southern,0,10,FALSE,MC coverage,139.3027771094515,2.4966413865164476,0.03039279682771887,0.04172728028113014,0.7291666666666666,0.8611111111111112,0.9513888888888888,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,10,FALSE,MMC coverage,64.81881344763448,11.651628026135464,0.14181873017195412,0.16632491903060706,0.4375,0.6736111111111112,0.8263888888888888,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,10,FALSE,TMC coverage,74.48396366181703,11.132102427816374,0.13920117887753325,0.16385524386362113,0.4930555555555556,0.6805555555555556,0.8541666666666666,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,10,TRUE,MC coverage,139.4173513232862,2.499096734038321,0.03045404507813296,0.042067619595654,0.7222222222222222,0.8888888888888888,0.9652777777777778,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,0,10,TRUE,MMC coverage,64.45739898748633,10.712903437133091,0.13594720160125068,0.1610534691381109,0.4236111111111111,0.7361111111111112,0.8402777777777778,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,0,10,TRUE,TMC coverage,74.95995233579987,10.252377318401042,0.13366134414818537,0.15890988384262553,0.4861111111111111,0.75,0.875,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,0,Inf,FALSE,MC coverage,139.54824718658617,2.5914778222200456,0.03064079141189147,0.04181434003602433,0.6875,0.8611111111111112,0.9375,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,Inf,FALSE,MMC coverage,65.04871586702109,11.452206648286449,0.14234474585192292,0.16767289707606453,0.4583333333333333,0.6736111111111112,0.8402777777777778,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,Inf,FALSE,TMC coverage,74.49953131956508,10.865262085370784,0.13884807305579236,0.1641880962571513,0.5,0.7291666666666666,0.8611111111111112,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,0,Inf,TRUE,MC coverage,139.53289650855544,2.5356710122486152,0.03068757947191852,0.0422490334733465,0.7222222222222222,0.8819444444444444,0.9652777777777778,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,0,Inf,TRUE,MMC coverage,62.45250656922352,9.322035304965992,0.12669309697080358,0.152261606953914,0.4583333333333333,0.7708333333333334,0.9027777777777778,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,0,Inf,TRUE,TMC coverage,77.08038993933191,8.986302838680052,0.12515801788292769,0.15090052984626515,0.5,0.8125,0.9305555555555556,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,10,FALSE,MC coverage,139.3451803735844,2.520955352521049,0.03052823678165539,0.04184693775304047,0.7152777777777778,0.8680555555555556,0.9513888888888888,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,10,FALSE,MMC coverage,64.96498391444922,11.694043286107233,0.1420039278944449,0.16651557789011626,0.4236111111111111,0.6527777777777778,0.8194444444444444,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,10,FALSE,TMC coverage,74.38019645913518,11.144110677078434,0.1391867618127163,0.16393145349844618,0.4652777777777778,0.6875,0.8402777777777778,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,10,TRUE,MC coverage,139.82166626963777,2.6572957089543925,0.03062399359270123,0.0412412289635287,0.7013888888888888,0.8263888888888888,0.9513888888888888,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,10,TRUE,MMC coverage,63.3462742395771,9.928888753654062,0.12959981518185185,0.1545974187099996,0.4236111111111111,0.75,0.8888888888888888,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,10,TRUE,TMC coverage,76.47539203006068,9.514672002182031,0.12805507819587936,0.1535324371002209,0.4791666666666667,0.7916666666666666,0.8958333333333334,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,Inf,FALSE,MC coverage,139.5490086933001,2.581540686669576,0.03073055144349792,0.0420763528221464,0.6944444444444444,0.8680555555555556,0.9513888888888888,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,Inf,FALSE,MMC coverage,64.8165930103455,11.3989920125869,0.1420439638208461,0.16749986949340545,0.4791666666666667,0.6805555555555556,0.8472222222222222,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,Inf,FALSE,TMC coverage,74.7324156829546,10.840852660478784,0.1387768207110519,0.1642035228625933,0.5069444444444444,0.7083333333333334,0.8611111111111112,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,1,Inf,TRUE,MC coverage,139.7444369675691,2.646399139284414,0.03104553058167958,0.04239296409841969,0.6875,0.8333333333333334,0.9513888888888888,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,Inf,TRUE,MMC coverage,60.759813522275145,8.760917631635367,0.12253886936022568,0.1479005237823793,0.4861111111111111,0.8125,0.9305555555555556,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,1,Inf,TRUE,TMC coverage,78.98462344529395,8.488194273901655,0.1218268313588746,0.14764737645852274,0.5208333333333334,0.8263888888888888,0.9444444444444444,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,10,FALSE,MC coverage,139.37942464333452,2.536462077668479,0.03064969440975665,0.04191814170669554,0.7222222222222222,0.8611111111111112,0.9513888888888888,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,10,FALSE,MMC coverage,64.75959988814276,11.659201804507273,0.14179851686589956,0.16632639781446973,0.4444444444444444,0.6736111111111112,0.8263888888888888,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,10,FALSE,TMC coverage,74.61982475519176,11.15586759729026,0.13942262117665372,0.16414694828784646,0.4791666666666667,0.6875,0.8472222222222222,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,10,TRUE,MC coverage,139.65313429833253,2.607736265434776,0.03095651385439832,0.04206331528301801,0.7083333333333334,0.8472222222222222,0.9513888888888888,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,10,TRUE,MMC coverage,63.03667645299541,9.89934511067496,0.12940766399787337,0.15437133575582868,0.4166666666666667,0.7638888888888888,0.8819444444444444,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,10,TRUE,TMC coverage,76.61645784533712,9.49302605319421,0.12821882884340155,0.15387536174089111,0.5,0.7847222222222222,0.9027777777777778,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,Inf,FALSE,MC coverage,139.57243685976067,2.608875457463964,0.03077534000046467,0.0418584934968003,0.6944444444444444,0.8611111111111112,0.9444444444444444,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,Inf,FALSE,MMC coverage,65.07340391261172,11.638249262472002,0.14381938546684905,0.1692156540240186,0.4652777777777778,0.6944444444444444,0.8263888888888888,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,Inf,FALSE,TMC coverage,74.49903294714896,11.03002117290157,0.14021732397803516,0.16561301807659454,0.4930555555555556,0.7013888888888888,0.8680555555555556,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
AGO,ESA,Southern,2,Inf,TRUE,MC coverage,139.46192551862563,2.7404987404695382,0.03264718271115074,0.04433382871408441,0.6805555555555556,0.8402777777777778,0.9375,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,Inf,TRUE,MMC coverage,58.90925169707337,8.838783011914533,0.12255713512294925,0.14785182255780438,0.4791666666666667,0.8194444444444444,0.9513888888888888,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
AGO,ESA,Southern,2,Inf,TRUE,TMC coverage,80.55267382155226,8.672050369017017,0.12307569095940356,0.14895855608506356,0.5069444444444444,0.8055555555555556,0.9444444444444444,"rw_order = 2, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,10,FALSE,MC coverage,293.6270662867391,70.86863726759766,0.16527772477055386,0.21083475429753615,0.5698924731182796,0.8387096774193549,0.9629629629629628,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,10,FALSE,MMC coverage,209.91254111759957,63.38960931696123,0.15277454969659984,0.1986554755452557,0.6212664277180406,0.8614097968936678,0.9605734767025088,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,10,FALSE,TMC coverage,83.7145251691395,31.251850744256192,0.07843793172763333,0.1181067482576716,0.7670250896057348,0.9080047789725209,0.973715651135006,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,10,TRUE,MC coverage,279.3106986193727,63.109500405602645,0.15283315498204497,0.1978685390502835,0.5985663082437276,0.8542413381123058,0.96415770609319,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,10,TRUE,MMC coverage,204.3172299212559,60.93390638397892,0.1474192954539957,0.19264297796537536,0.6236559139784946,0.8637992831541219,0.96415770609319,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,10,TRUE,TMC coverage,74.9934686981168,28.360281263626774,0.07022352584818391,0.10653343161856382,0.7741935483870968,0.911589008363202,0.977299880525687,"rw_order = 0, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,Inf,FALSE,MC coverage,292.52547982887626,71.1753207454688,0.16539209208919275,0.2108860235309228,0.5722819593787336,0.8315412186379928,0.959378733572282,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,Inf,FALSE,MMC coverage,208.39360767475583,63.71883433763486,0.1529466153792396,0.19875978725288135,0.6212664277180406,0.8518518518518519,0.9629629629629628,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,Inf,FALSE,TMC coverage,84.13187215412042,31.451167896528556,0.07861940785879852,0.11821542537507576,0.7610513739545998,0.909199522102748,0.973715651135006,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,0,Inf,TRUE,MC coverage,280.3104909048388,63.74776058003848,0.15374281528811756,0.1988739754990563,0.5913978494623656,0.8494623655913979,0.965352449223417,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,Inf,TRUE,MMC coverage,202.94252311349948,60.817559887719234,0.14697926223794894,0.19215157071723565,0.6284348864994026,0.8614097968936678,0.96415770609319,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,0,Inf,TRUE,TMC coverage,77.3679677913393,28.58525352591935,0.07147125452622005,0.10860497937535923,0.7813620071684588,0.913978494623656,0.97610513739546,"rw_order = 0, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,10,FALSE,MC coverage,293.0888667963144,69.5374725173357,0.16279499837494515,0.20817756284195144,0.5770609318996416,0.8410991636798089,0.9629629629629628,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,10,FALSE,MMC coverage,209.67269121937767,61.512119025476075,0.14973311971468894,0.1954819711373827,0.6296296296296297,0.8590203106332138,0.968936678614098,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,10,FALSE,TMC coverage,83.4161755769367,31.14026585118065,0.07833533660476971,0.11802097603940533,0.7586618876941458,0.90442054958184,0.972520908004779,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,10,TRUE,MC coverage,287.0325868400139,62.86205653501344,0.15430995054353927,0.2012955030305638,0.6009557945041816,0.8518518518518519,0.973715651135006,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,10,TRUE,MMC coverage,202.63369917871825,58.135314883984776,0.14255390121193323,0.18737577794982696,0.6200716845878136,0.8709677419354839,0.968936678614098,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,10,TRUE,TMC coverage,84.39888766129567,29.08834748088024,0.07728497793790624,0.12115197803381791,0.7837514934289128,0.9199522102747908,0.9796893667861408,"rw_order = 1, paed_age_cutoff = 10, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,Inf,FALSE,MC coverage,291.67499483988547,69.47164859867038,0.1625949887930321,0.20805251839239425,0.5854241338112306,0.8327359617682198,0.965352449223417,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,Inf,FALSE,MMC coverage,207.8757789314249,61.69965506123489,0.14960925686967988,0.19528451385320003,0.6176821983273596,0.8602150537634409,0.968936678614098,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,Inf,FALSE,TMC coverage,83.7992159084606,31.28973337579957,0.07850062864992664,0.118143783674556,0.7598566308243727,0.909199522102748,0.970131421744325,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = FALSE"
BDI,ESA,Eastern,1,Inf,TRUE,MC coverage,286.1363565115736,63.39188492585134,0.1551975276419167,0.20251021993885865,0.6021505376344086,0.8542413381123058,0.971326164874552,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,Inf,TRUE,MMC coverage,200.05600010484264,58.15516640302092,0.1419639381693763,0.18658561291305856,0.6224611708482676,0.8673835125448028,0.971326164874552,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,1,Inf,TRUE,TMC coverage,86.08035640673094,29.35160807089024,0.07830311403487819,0.12304218797685491,0.7849462365591398,0.92831541218638,0.985663082437276,"rw_order = 1, paed_age_cutoff = Inf, inc_time_tmc = TRUE"
BDI,ESA,Eastern,2,10,FALSE,MC coverage,291.5003695803919,69.23765725985389,0.16232099886095527,0.20774480174336313,0.5913978494623656,0.8375149342891278,0.9581839904420548,"rw_order = 2, paed_age_cutoff = 10, inc_time_tmc = FALSE"
