cntry,rw_order,paed_age_cutoff,inc_time_tmc,logsigma_time_mmc,logsigma_agetime_mmc,logsigma_spacetime_mmc,ids
MOZ,0,10,TRUE,3,3,-2,20230904-203637-08731c7f
MOZ,0,10,TRUE,3,3,-0.5,20230904-203629-afabee82
MOZ,0,10,TRUE,3,3,1,20230904-203612-4a2788d9
MOZ,0,10,TRUE,3,4.5,-3.5,20230904-203706-6ddf2bc5
MOZ,0,10,TRUE,3,4.5,-2,20230904-203658-ba51d9cb
MOZ,0,10,TRUE,3,4.5,-0.5,20230904-203642-0f4238c5
MOZ,0,10,TRUE,3,4.5,1,20230904-203736-f30aca9d
MWI,0,10,TRUE,-1.5,0,-3.5,20230911-103455-d042e578
MWI,0,10,TRUE,-1.5,0,-2,20230911-103455-f4e91e8c
MWI,0,10,TRUE,-1.5,0,-0.5,20230911-103455-d035fd8c
MWI,0,10,TRUE,-1.5,0,1,20230911-103618-a9d6383f
MWI,0,10,TRUE,-1.5,1.5,-3.5,20230911-103614-885d9b47
MWI,0,10,TRUE,-1.5,1.5,-2,20230911-103614-8860c994
MWI,0,10,TRUE,-1.5,1.5,-0.5,20230911-103728-4dfe7cf2
MWI,0,10,TRUE,-1.5,1.5,1,20230911-103724-f4edd155
MWI,0,10,TRUE,-1.5,3,-3.5,20230911-103724-eeea8a28
MWI,0,10,TRUE,-1.5,3,-2,20230911-103843-0624fe8c
MWI,0,10,TRUE,-1.5,3,-0.5,20230911-103837-2a780672
MWI,0,10,TRUE,-1.5,3,1,20230911-103826-874e0514
MWI,0,10,TRUE,-1.5,4.5,-3.5,20230911-104007-9fc2403b
MWI,0,10,TRUE,-1.5,4.5,-2,20230911-104005-7336bd27
MWI,0,10,TRUE,-1.5,4.5,-0.5,20230911-103945-9492a377
MWI,0,10,TRUE,-1.5,4.5,1,20230911-104115-345d54cf
MWI,0,10,TRUE,0,0,-3.5,20230911-104115-31ebd0b5
MWI,0,10,TRUE,0,0,-2,20230915-112712-e5d0a145
MWI,0,10,TRUE,0,0,-0.5,20230915-112722-d8c15183
MWI,0,10,TRUE,0,0,1,20230915-112735-5ca982b8
MWI,0,10,TRUE,0,1.5,-3.5,20230911-104102-ed2172df
MWI,0,10,TRUE,0,1.5,-2,20230915-112742-615d444d
MWI,0,10,TRUE,0,1.5,-0.5,20230915-112754-63d3ad55
MWI,0,10,TRUE,0,1.5,1,20230915-112806-19c0f369
MWI,0,10,TRUE,0,3,-3.5,20230911-104226-d2969b8b
MWI,0,10,TRUE,0,3,-2,20230915-112812-2aec8139
MWI,0,10,TRUE,0,3,-0.5,20230915-112827-4d22c3c8
MWI,0,10,TRUE,0,3,1,20230915-112836-403c762d
MWI,0,10,TRUE,0,4.5,-3.5,20230911-104226-d29780c6
MWI,0,10,TRUE,0,4.5,-2,20230911-104216-b25e6550
MWI,0,10,TRUE,0,4.5,-0.5,20230911-104345-1737403a
MWI,0,10,TRUE,0,4.5,1,20230911-104339-46522f2a
MWI,0,10,TRUE,1.5,0,-3.5,20230911-104339-76fe45f9
MWI,0,10,TRUE,1.5,0,-2,20230915-112842-cc13cf70
MWI,0,10,TRUE,1.5,0,-0.5,20230915-112856-01836341
MWI,0,10,TRUE,1.5,0,1,20230915-112904-1e6ba81e
MWI,0,10,TRUE,1.5,1.5,-3.5,20230911-104514-046e5ebf
MWI,0,10,TRUE,1.5,1.5,-2,20230915-112916-41c86ca7
MWI,0,10,TRUE,1.5,1.5,-0.5,20230915-112925-63634079
MWI,0,10,TRUE,1.5,1.5,1,20230915-112934-931d5ece
MWI,0,10,TRUE,1.5,3,-3.5,20230911-104435-c71fe7f6
MWI,0,10,TRUE,1.5,3,-2,20230915-112946-9f3eb578
MWI,0,10,TRUE,1.5,3,-0.5,20230915-112953-59b36156
MWI,0,10,TRUE,1.5,3,1,20230915-113005-078f83f1
MWI,0,10,TRUE,1.5,4.5,-3.5,20230911-104435-c191dde7
MWI,0,10,TRUE,1.5,4.5,-2,20230911-104625-e89bd5c2
MWI,0,10,TRUE,1.5,4.5,-0.5,20230911-104535-7f92ca37
MWI,0,10,TRUE,1.5,4.5,1,20230911-104535-754316df
MWI,0,10,TRUE,3,0,-3.5,20230911-104738-00021830
MWI,0,10,TRUE,3,0,-2,20230915-113017-36a14cc3
MWI,0,10,TRUE,3,0,-0.5,20230915-113023-72e51b34
MWI,0,10,TRUE,3,0,1,20230915-113036-f1d2fadd
MWI,0,10,TRUE,3,1.5,-3.5,20230911-104707-2528bd7a
MWI,0,10,TRUE,3,1.5,-2,20230915-113047-7b985d00
MWI,0,10,TRUE,3,1.5,-0.5,20230915-113054-18318243
MWI,0,10,TRUE,3,1.5,1,20230915-113107-1d0156e8
MWI,0,10,TRUE,3,3,-3.5,20230911-104659-af3ab7ed
MWI,0,10,TRUE,3,3,-2,20230915-113115-e4817c37
MWI,0,10,TRUE,3,3,-0.5,20230915-113125-6c632754
MWI,0,10,TRUE,3,3,1,20230915-113135-7c0269db
MWI,0,10,TRUE,3,4.5,-3.5,20230911-104900-e30f252e
MWI,0,10,TRUE,3,4.5,-2,20230911-104816-3a85060f
MWI,0,10,TRUE,3,4.5,-0.5,20230911-104816-3b2291c6
MWI,0,10,TRUE,3,4.5,1,20230911-105010-77984ff2
NAM,0,10,TRUE,-1.5,0,-3.5,20230809-230454-69a11c17
NAM,0,10,TRUE,-1.5,0,-2,20230809-230454-699973d1
NAM,0,10,TRUE,-1.5,0,-0.5,20230809-230454-69adf1ce
NAM,0,10,TRUE,-1.5,0,1,20230809-230527-71131660
NAM,0,10,TRUE,-1.5,1.5,-3.5,20230809-230523-c7b934d1
NAM,0,10,TRUE,-1.5,1.5,-2,20230809-230530-250e2929
NAM,0,10,TRUE,-1.5,1.5,-0.5,20230809-230554-e06ce7e5
NAM,0,10,TRUE,-1.5,1.5,1,20230809-230553-74d24a70
NAM,0,10,TRUE,-1.5,3,-3.5,20230809-230602-dcf5ffb5
NAM,0,10,TRUE,-1.5,3,-2,20230809-230629-a83c1d74
NAM,0,10,TRUE,-1.5,3,-0.5,20230809-230619-cd3ca752
NAM,0,10,TRUE,-1.5,3,1,20230809-230629-18877198
NAM,0,10,TRUE,-1.5,4.5,-3.5,20230809-230705-067b4e9e
NAM,0,10,TRUE,-1.5,4.5,-2,20230809-230650-eb6c87a0
NAM,0,10,TRUE,-1.5,4.5,-0.5,20230809-230657-c351c85f
NAM,0,10,TRUE,-1.5,4.5,1,20230809-230732-aebdd213
NAM,0,10,TRUE,0,0,-3.5,20230809-230724-808a9186
NAM,0,10,TRUE,0,0,-2,20230809-230728-34e29885
NAM,0,10,TRUE,0,0,-0.5,20230809-230805-ae4f5772
NAM,0,10,TRUE,0,0,1,20230809-230755-20b54c18
NAM,0,10,TRUE,0,1.5,-3.5,20230809-230802-e1df86bc
NAM,0,10,TRUE,0,1.5,-2,20230809-230837-5d3a4c20
NAM,0,10,TRUE,0,1.5,-0.5,20230809-230831-b5adb80b
NAM,0,10,TRUE,0,1.5,1,20230809-230832-7253304a
NAM,0,10,TRUE,0,3,-3.5,20230809-230912-5a812f74
NAM,0,10,TRUE,0,3,-2,20230809-230901-acf75ca7
NAM,0,10,TRUE,0,3,-0.5,20230809-230901-c93d24f0
NAM,0,10,TRUE,0,3,1,20230809-230947-f2ee450c
NAM,0,10,TRUE,0,4.5,-3.5,20230809-230929-2578d24f
NAM,0,10,TRUE,0,4.5,-2,20230809-230929-1a5ae420
NAM,0,10,TRUE,0,4.5,-0.5,20230809-231016-64254a49
NAM,0,10,TRUE,0,4.5,1,20230809-230958-b24b8e52
NAM,0,10,TRUE,1.5,0,-3.5,20230809-230957-5f91327a
NAM,0,10,TRUE,1.5,0,-2,20230809-231046-831c5d61
NAM,0,10,TRUE,1.5,0,-0.5,20230809-231034-6a044448
NAM,0,10,TRUE,1.5,0,1,20230809-231029-315ee640
NAM,0,10,TRUE,1.5,1.5,-3.5,20230809-231119-eff5d392
NAM,0,10,TRUE,1.5,1.5,-2,20230809-231110-32b4559d
NAM,0,10,TRUE,1.5,1.5,-0.5,20230809-231100-ed0bdfdf
NAM,0,10,TRUE,1.5,1.5,1,20230809-231149-4efe309a
NAM,0,10,TRUE,1.5,3,-3.5,20230809-231139-b6c4cbdc
NAM,0,10,TRUE,1.5,3,-2,20230809-231135-92b549ee
NAM,0,10,TRUE,1.5,3,-0.5,20230809-231218-b691ad63
NAM,0,10,TRUE,1.5,3,1,20230809-231212-003f84d9
NAM,0,10,TRUE,1.5,4.5,-3.5,20230809-231205-0b0844d0
NAM,0,10,TRUE,1.5,4.5,-2,20230809-231254-3dbd6ab0
NAM,0,10,TRUE,1.5,4.5,-0.5,20230809-231244-3fac59fa
NAM,0,10,TRUE,1.5,4.5,1,20230809-231234-90fe21ac
NAM,0,10,TRUE,3,0,-3.5,20230809-231328-6f037462
NAM,0,10,TRUE,3,0,-2,20230809-231316-44856d65
NAM,0,10,TRUE,3,0,-0.5,20230915-113144-7eee14b3
NAM,0,10,TRUE,3,0,1,20230915-113157-05a66876
NAM,0,10,TRUE,3,1.5,-3.5,20230915-113206-b88e171b
NAM,0,10,TRUE,3,1.5,-2,20230915-113214-c1449606
NAM,0,10,TRUE,3,1.5,-0.5,20230915-113228-65b7b90c
NAM,0,10,TRUE,3,1.5,1,20230915-113237-b52d1614
NAM,0,10,TRUE,3,3,-3.5,20230915-113245-4b096244
NAM,0,10,TRUE,3,3,-2,20230915-113258-f09863f2
NAM,0,10,TRUE,3,3,-0.5,20230915-113306-b8645423
NAM,0,10,TRUE,3,3,1,20230915-113314-7d8594bd
