cntry,rw_order,paed_age_cutoff,inc_time_tmc,logsigma_time_mmc,logsigma_agetime_mmc,logsigma_spacetime_mmc,ids
NGA,0,Inf,TRUE,1.5,0,-3.5,20230904-211946-16e14865
NGA,0,Inf,TRUE,1.5,0,-2,20230904-212023-8fa9198c
NGA,0,Inf,TRUE,1.5,0,-0.5,20230904-212006-d042fa13
NGA,0,Inf,TRUE,1.5,0,1,20230904-212017-ec5edd96
NGA,0,Inf,TRUE,1.5,1.5,-3.5,20230904-212055-eb9ffda6
NGA,0,Inf,TRUE,1.5,1.5,-2,20230904-212037-df319585
NGA,0,Inf,TRUE,1.5,1.5,-0.5,20230904-212047-192936de
NGA,0,Inf,TRUE,1.5,1.5,1,20230904-212130-5a186b7e
NGA,0,Inf,TRUE,1.5,3,-3.5,20230904-212107-dad859da
NGA,0,Inf,TRUE,1.5,3,-2,20230904-212118-1327eb77
NGA,0,Inf,TRUE,1.5,3,-0.5,20230904-212200-8c10369f
NGA,0,Inf,TRUE,1.5,3,1,20230904-212137-42638f02
NGA,0,Inf,TRUE,1.5,4.5,-3.5,20230904-212148-dd41df0f
NGA,0,Inf,TRUE,1.5,4.5,-2,20230904-212230-bc085399
NGA,0,Inf,TRUE,1.5,4.5,-0.5,20230904-212207-ac9d9e80
NGA,0,Inf,TRUE,1.5,4.5,1,20230904-212217-fa77fa54
NGA,0,Inf,TRUE,3,0,-3.5,20230904-212310-9376de58
NGA,0,Inf,TRUE,3,0,-2,20230904-212235-24c8af85
NGA,0,Inf,TRUE,3,0,-0.5,20230904-212243-c40184ed
NGA,0,Inf,TRUE,3,0,1,20230904-212349-26d82c38
NGA,0,Inf,TRUE,3,1.5,-3.5,20230904-212311-02a47a7f
NGA,0,Inf,TRUE,3,1.5,-2,20230904-212318-f2fbaa0c
NGA,0,Inf,TRUE,3,1.5,-0.5,20230904-212422-4095ddc1
NGA,0,Inf,TRUE,3,1.5,1,20230904-212341-9d5df75d
NGA,0,Inf,TRUE,3,3,-3.5,20230904-212348-88d7ce9f
NGA,0,Inf,TRUE,3,3,-2,20230904-212451-a0ad01af
NGA,0,Inf,TRUE,3,3,-0.5,20230904-212410-08acbc0c
NGA,0,Inf,TRUE,3,3,1,20230904-212416-85f8b3e8
NGA,0,Inf,TRUE,3,4.5,-3.5,20230904-212520-c6a6179c
NGA,0,Inf,TRUE,3,4.5,-2,20230904-212437-728f0380
NGA,0,Inf,TRUE,3,4.5,-0.5,20230904-212446-3b416a92
NGA,0,Inf,TRUE,3,4.5,1,20230904-212552-c140e406
SLE,0,Inf,TRUE,-1.5,0,-3.5,20230818-211722-d3a29a2b
SLE,0,Inf,TRUE,-1.5,0,-2,20230818-211711-f0b9e72c
SLE,0,Inf,TRUE,-1.5,0,-0.5,20230818-211754-0902ea0d
SLE,0,Inf,TRUE,-1.5,0,1,20230818-211755-1b6dc9ee
SLE,0,Inf,TRUE,-1.5,1.5,-3.5,20230818-211746-6829a2ba
SLE,0,Inf,TRUE,-1.5,1.5,-2,20230818-211823-93b19fb7
SLE,0,Inf,TRUE,-1.5,1.5,-0.5,20230818-211831-a299d997
SLE,0,Inf,TRUE,-1.5,1.5,1,20230818-211817-44b8ed86
SLE,0,Inf,TRUE,-1.5,3,-3.5,20230818-211856-d407b566
SLE,0,Inf,TRUE,-1.5,3,-2,20230818-211901-a94393ad
SLE,0,Inf,TRUE,-1.5,3,-0.5,20230818-211852-4396680f
SLE,0,Inf,TRUE,-1.5,3,1,NA
SLE,0,Inf,TRUE,-1.5,4.5,-3.5,NA
SLE,0,Inf,TRUE,-1.5,4.5,-2,NA
SLE,0,Inf,TRUE,-1.5,4.5,-0.5,NA
SLE,0,Inf,TRUE,-1.5,4.5,1,20230818-212009-c8c7aaf1
SLE,0,Inf,TRUE,0,0,-3.5,20230818-212011-1b218938
SLE,0,Inf,TRUE,0,0,-2,20230818-212042-4bec68b1
SLE,0,Inf,TRUE,0,0,-0.5,20230818-212041-ffbb2bbb
SLE,0,Inf,TRUE,0,0,1,20230818-212043-1f67aa3c
SLE,0,Inf,TRUE,0,1.5,-3.5,20230818-212114-d3634f18
SLE,0,Inf,TRUE,0,1.5,-2,20230818-212114-63514074
SLE,0,Inf,TRUE,0,1.5,-0.5,20230818-212116-891abf7a
SLE,0,Inf,TRUE,0,1.5,1,20230818-212156-a42db068
SLE,0,Inf,TRUE,0,3,-3.5,20230818-212141-5c7b499f
SLE,0,Inf,TRUE,0,3,-2,20230818-212150-c296fa12
SLE,0,Inf,TRUE,0,3,-0.5,NA
SLE,0,Inf,TRUE,0,3,1,20230818-212212-0485c402
SLE,0,Inf,TRUE,0,4.5,-3.5,NA
SLE,0,Inf,TRUE,0,4.5,-2,NA
SLE,0,Inf,TRUE,0,4.5,-0.5,NA
SLE,0,Inf,TRUE,0,4.5,1,20230818-212249-2967df32
SLE,0,Inf,TRUE,1.5,0,-3.5,20230818-212330-487bfb01
SLE,0,Inf,TRUE,1.5,0,-2,20230818-212313-4596de4c
SLE,0,Inf,TRUE,1.5,0,-0.5,20230818-212321-a9b5e3e1
SLE,0,Inf,TRUE,1.5,0,1,20230818-212401-50016511
SLE,0,Inf,TRUE,1.5,1.5,-3.5,20230818-212344-e4133d16
SLE,0,Inf,TRUE,1.5,1.5,-2,20230818-212352-1849b5fc
SLE,0,Inf,TRUE,1.5,1.5,-0.5,20230818-212434-ef6beda9
SLE,0,Inf,TRUE,1.5,1.5,1,20230818-212414-bb7b1214
SLE,0,Inf,TRUE,1.5,3,-3.5,20230818-212426-fb0e315e
SLE,0,Inf,TRUE,1.5,3,-2,20230818-212504-bc95616b
SLE,0,Inf,TRUE,1.5,3,-0.5,20230818-212447-128b4142
SLE,0,Inf,TRUE,1.5,3,1,20230818-212501-8e4fe408
SLE,0,Inf,TRUE,1.5,4.5,-3.5,NA
SLE,0,Inf,TRUE,1.5,4.5,-2,NA
SLE,0,Inf,TRUE,1.5,4.5,-0.5,NA
SLE,0,Inf,TRUE,1.5,4.5,1,NA
SLE,0,Inf,TRUE,3,0,-3.5,20230818-212551-c93cdf35
SLE,0,Inf,TRUE,3,0,-2,20230818-212606-bdd9377d
SLE,0,Inf,TRUE,3,0,-0.5,20230818-212652-6e437b87
SLE,0,Inf,TRUE,3,0,1,20230818-212623-e7cd078a
SLE,0,Inf,TRUE,3,1.5,-3.5,20230818-212638-e85b4340
SLE,0,Inf,TRUE,3,1.5,-2,20230818-212722-dae065c8
SLE,0,Inf,TRUE,3,1.5,-0.5,20230818-212652-e7df2b9b
SLE,0,Inf,TRUE,3,1.5,1,20230818-212708-ff399c12
SLE,0,Inf,TRUE,3,3,-3.5,20230818-212753-42656ee6
SLE,0,Inf,TRUE,3,3,-2,20230818-212725-2c884dbf
SLE,0,Inf,TRUE,3,3,-0.5,20230818-212740-fed95a65
SLE,0,Inf,TRUE,3,3,1,NA
SLE,0,Inf,TRUE,3,4.5,-3.5,20230818-212800-47ac393d
SLE,0,Inf,TRUE,3,4.5,-2,20230818-212813-ba5cf3b2
SLE,0,Inf,TRUE,3,4.5,-0.5,NA
SLE,0,Inf,TRUE,3,4.5,1,20230818-212831-da5dad86
TCD,0,Inf,TRUE,-1.5,0,-3.5,NA
TCD,0,Inf,TRUE,-1.5,0,-2,NA
TCD,0,Inf,TRUE,-1.5,0,-0.5,NA
TCD,0,Inf,TRUE,-1.5,0,1,NA
TCD,0,Inf,TRUE,-1.5,1.5,-3.5,NA
TCD,0,Inf,TRUE,-1.5,1.5,-2,NA
TCD,0,Inf,TRUE,-1.5,1.5,-0.5,NA
TCD,0,Inf,TRUE,-1.5,1.5,1,NA
TCD,0,Inf,TRUE,-1.5,3,-3.5,NA
TCD,0,Inf,TRUE,-1.5,3,-2,NA
TCD,0,Inf,TRUE,-1.5,3,-0.5,NA
TCD,0,Inf,TRUE,-1.5,3,1,NA
TCD,0,Inf,TRUE,-1.5,4.5,-3.5,NA
TCD,0,Inf,TRUE,-1.5,4.5,-2,NA
TCD,0,Inf,TRUE,-1.5,4.5,-0.5,NA
TCD,0,Inf,TRUE,-1.5,4.5,1,NA
TCD,0,Inf,TRUE,0,0,-3.5,NA
TCD,0,Inf,TRUE,0,0,-2,NA
TCD,0,Inf,TRUE,0,0,-0.5,NA
TCD,0,Inf,TRUE,0,0,1,NA
TCD,0,Inf,TRUE,0,1.5,-3.5,NA
TCD,0,Inf,TRUE,0,1.5,-2,NA
TCD,0,Inf,TRUE,0,1.5,-0.5,NA
TCD,0,Inf,TRUE,0,1.5,1,NA
TCD,0,Inf,TRUE,0,3,-3.5,NA
TCD,0,Inf,TRUE,0,3,-2,NA
TCD,0,Inf,TRUE,0,3,-0.5,NA
TCD,0,Inf,TRUE,0,3,1,NA
TCD,0,Inf,TRUE,0,4.5,-3.5,NA
TCD,0,Inf,TRUE,0,4.5,-2,NA
TCD,0,Inf,TRUE,0,4.5,-0.5,NA
TCD,0,Inf,TRUE,0,4.5,1,NA
TCD,0,Inf,TRUE,1.5,0,-3.5,NA
TCD,0,Inf,TRUE,1.5,0,-2,NA
TCD,0,Inf,TRUE,1.5,0,-0.5,NA
TCD,0,Inf,TRUE,1.5,0,1,NA
TCD,0,Inf,TRUE,1.5,1.5,-3.5,NA
TCD,0,Inf,TRUE,1.5,1.5,-2,NA
TCD,0,Inf,TRUE,1.5,1.5,-0.5,NA
TCD,0,Inf,TRUE,1.5,1.5,1,NA
TCD,0,Inf,TRUE,1.5,3,-3.5,NA
TCD,0,Inf,TRUE,1.5,3,-2,NA
TCD,0,Inf,TRUE,1.5,3,-0.5,NA
TCD,0,Inf,TRUE,1.5,3,1,NA
TCD,0,Inf,TRUE,1.5,4.5,-3.5,NA
TCD,0,Inf,TRUE,1.5,4.5,-2,NA
TCD,0,Inf,TRUE,1.5,4.5,-0.5,NA
TCD,0,Inf,TRUE,1.5,4.5,1,NA
TCD,0,Inf,TRUE,3,0,-3.5,NA
TCD,0,Inf,TRUE,3,0,-2,NA
TCD,0,Inf,TRUE,3,0,-0.5,NA
TCD,0,Inf,TRUE,3,0,1,NA
TCD,0,Inf,TRUE,3,1.5,-3.5,NA
TCD,0,Inf,TRUE,3,1.5,-2,NA
TCD,0,Inf,TRUE,3,1.5,-0.5,NA
TCD,0,Inf,TRUE,3,1.5,1,NA
TCD,0,Inf,TRUE,3,3,-3.5,NA
TCD,0,Inf,TRUE,3,3,-2,NA
TCD,0,Inf,TRUE,3,3,-0.5,NA
TCD,0,Inf,TRUE,3,3,1,NA
TCD,0,Inf,TRUE,3,4.5,-3.5,NA
TCD,0,Inf,TRUE,3,4.5,-2,NA
TCD,0,Inf,TRUE,3,4.5,-0.5,NA
TCD,0,Inf,TRUE,3,4.5,1,NA
BDI,1,Inf,TRUE,-1,-1,-2,NA
BDI,1,Inf,TRUE,-1,-1,-1,NA
BDI,1,Inf,TRUE,-1,-1,0,NA
BDI,1,Inf,TRUE,-1,-1,1,NA
BDI,1,Inf,TRUE,-1,0,-2,NA
BDI,1,Inf,TRUE,-1,0,-1,NA
BDI,1,Inf,TRUE,-1,0,0,NA
BDI,1,Inf,TRUE,-1,0,1,NA
BDI,1,Inf,TRUE,-1,1,-2,NA
BDI,1,Inf,TRUE,-1,1,-1,NA
BDI,1,Inf,TRUE,-1,1,0,NA
BDI,1,Inf,TRUE,-1,1,1,NA
BDI,1,Inf,TRUE,-1,2,-2,NA
BDI,1,Inf,TRUE,-1,2,-1,NA
BDI,1,Inf,TRUE,-1,2,0,NA
BDI,1,Inf,TRUE,-1,2,1,NA
BDI,1,Inf,TRUE,0,-1,-2,NA
BDI,1,Inf,TRUE,0,-1,-1,NA
BDI,1,Inf,TRUE,0,-1,0,NA
BDI,1,Inf,TRUE,0,-1,1,NA
BDI,1,Inf,TRUE,0,0,-2,NA
BDI,1,Inf,TRUE,0,0,-1,NA
BDI,1,Inf,TRUE,0,0,0,NA
BDI,1,Inf,TRUE,0,0,1,NA
BDI,1,Inf,TRUE,0,1,-2,NA
BDI,1,Inf,TRUE,0,1,-1,NA
BDI,1,Inf,TRUE,0,1,0,NA
BDI,1,Inf,TRUE,0,1,1,NA
BDI,1,Inf,TRUE,0,2,-2,NA
BDI,1,Inf,TRUE,0,2,-1,NA
BDI,1,Inf,TRUE,0,2,0,NA
BDI,1,Inf,TRUE,0,2,1,NA
BDI,1,Inf,TRUE,1,-1,-2,NA
BDI,1,Inf,TRUE,1,-1,-1,NA
BDI,1,Inf,TRUE,1,-1,0,NA
BDI,1,Inf,TRUE,1,-1,1,NA
BDI,1,Inf,TRUE,1,0,-2,NA
BDI,1,Inf,TRUE,1,0,-1,NA
BDI,1,Inf,TRUE,1,0,0,NA
BDI,1,Inf,TRUE,1,0,1,NA
BDI,1,Inf,TRUE,1,1,-2,NA
BDI,1,Inf,TRUE,1,1,-1,NA
BDI,1,Inf,TRUE,1,1,0,NA
BDI,1,Inf,TRUE,1,1,1,NA
BDI,1,Inf,TRUE,1,2,-2,NA
BDI,1,Inf,TRUE,1,2,-1,NA
BDI,1,Inf,TRUE,1,2,0,NA
BDI,1,Inf,TRUE,1,2,1,NA
BDI,1,Inf,TRUE,2,-1,-2,NA
BDI,1,Inf,TRUE,2,-1,-1,NA
BDI,1,Inf,TRUE,2,-1,0,NA
BDI,1,Inf,TRUE,2,-1,1,NA
BDI,1,Inf,TRUE,2,0,-2,NA
BDI,1,Inf,TRUE,2,0,-1,NA
BDI,1,Inf,TRUE,2,0,0,NA
BDI,1,Inf,TRUE,2,0,1,NA
BDI,1,Inf,TRUE,2,1,-2,NA
BDI,1,Inf,TRUE,2,1,-1,NA
BDI,1,Inf,TRUE,2,1,0,NA
BDI,1,Inf,TRUE,2,1,1,NA
BDI,1,Inf,TRUE,2,2,-2,NA
BDI,1,Inf,TRUE,2,2,-1,NA
BDI,1,Inf,TRUE,2,2,0,NA
BDI,1,Inf,TRUE,2,2,1,NA
BEN,1,Inf,TRUE,-1,-1,-2,20230814-104658-4b7e621e
BEN,1,Inf,TRUE,-1,-1,-1,20230814-104640-8c5c7aa0
BEN,1,Inf,TRUE,-1,-1,0,20230813-212055-3e2bd07a
BEN,1,Inf,TRUE,-1,-1,1,NA
BEN,1,Inf,TRUE,-1,0,-2,20230813-212148-d94473fb
BEN,1,Inf,TRUE,-1,0,-1,20230813-212126-3738c471
BEN,1,Inf,TRUE,-1,0,0,20230814-104726-27b99c18
BEN,1,Inf,TRUE,-1,0,1,20230814-104708-e7370299
BEN,1,Inf,TRUE,-1,1,-2,20230813-212159-0748780c
BEN,1,Inf,TRUE,-1,1,-1,20230813-212240-63d23a1f
BEN,1,Inf,TRUE,-1,1,0,20230813-212248-e92a9828
BEN,1,Inf,TRUE,-1,1,1,20230814-104811-e944930f
BEN,1,Inf,TRUE,-1,2,-2,20230811-163605-37edc750
BEN,1,Inf,TRUE,-1,2,-1,20230814-104756-342d3b8f
BEN,1,Inf,TRUE,-1,2,0,20230813-212320-62d646bd
BEN,1,Inf,TRUE,-1,2,1,20230814-104738-e3f7d07d
BEN,1,Inf,TRUE,0,-1,-2,20230813-212338-df799d52
BEN,1,Inf,TRUE,0,-1,-1,20230814-104839-e18b5690
BEN,1,Inf,TRUE,0,-1,0,20230814-104828-97be8d97
BEN,1,Inf,TRUE,0,-1,1,20230814-104808-9d75d582
BEN,1,Inf,TRUE,0,0,-2,20230814-104910-0d18c026
BEN,1,Inf,TRUE,0,0,-1,20230811-163735-2b46adae
BEN,1,Inf,TRUE,0,0,0,NA
BEN,1,Inf,TRUE,0,0,1,20230813-212439-8ada469a
BEN,1,Inf,TRUE,0,1,-2,20230813-212455-9bb3d125
BEN,1,Inf,TRUE,0,1,-1,20230814-104839-d0c883a4
BEN,1,Inf,TRUE,0,1,0,20230813-212508-c2418279
BEN,1,Inf,TRUE,0,1,1,20230814-104943-b122a901
BEN,1,Inf,TRUE,0,2,-2,20230814-104922-768325a0
BEN,1,Inf,TRUE,0,2,-1,20230811-163942-3702c1d2
BEN,1,Inf,TRUE,0,2,0,20230814-104908-dea1f8bd
BEN,1,Inf,TRUE,0,2,1,20230814-105014-8a3a0c7e
BEN,1,Inf,TRUE,1,-1,-2,20230814-104952-e2451074
BEN,1,Inf,TRUE,1,-1,-1,20230814-104938-59d200f7
BEN,1,Inf,TRUE,1,-1,0,20230814-105047-71625f4a
BEN,1,Inf,TRUE,1,-1,1,20230813-212557-143c83da
BEN,1,Inf,TRUE,1,0,-2,20230813-212639-a78b46a5
BEN,1,Inf,TRUE,1,0,-1,20230811-164022-364a9965
BEN,1,Inf,TRUE,1,0,0,20230814-105025-79e0fdb7
BEN,1,Inf,TRUE,1,0,1,20230811-164029-000d875a
BEN,1,Inf,TRUE,1,1,-2,20230813-212632-aa5cbe6c
BEN,1,Inf,TRUE,1,1,-1,20230814-105007-a3ca5bed
BEN,1,Inf,TRUE,1,1,0,20230813-212718-2f5a98d0
BEN,1,Inf,TRUE,1,1,1,20230814-105118-6add7f28
BEN,1,Inf,TRUE,1,2,-2,20230813-212740-9a847fe0
BEN,1,Inf,TRUE,1,2,-1,20230814-105056-9bd96a59
BEN,1,Inf,TRUE,1,2,0,20230814-105037-370a633b
BEN,1,Inf,TRUE,1,2,1,20230814-105146-d6c663bd
BEN,1,Inf,TRUE,2,-1,-2,20230814-105125-42ce6eee
BEN,1,Inf,TRUE,2,-1,-1,20230814-105105-f176bbb2
BEN,1,Inf,TRUE,2,-1,0,20230813-212838-a9be4ad4
BEN,1,Inf,TRUE,2,-1,1,20230813-212848-9b110b4e
BEN,1,Inf,TRUE,2,0,-2,20230813-212829-c5550fea
BEN,1,Inf,TRUE,2,0,-1,20230814-105217-3008327f
BEN,1,Inf,TRUE,2,0,0,20230814-105154-98257887
BEN,1,Inf,TRUE,2,0,1,20230814-105139-79bdb787
BEN,1,Inf,TRUE,2,1,-2,20230814-105245-3341824f
BEN,1,Inf,TRUE,2,1,-1,20230814-105224-86720877
BEN,1,Inf,TRUE,2,1,0,20230814-105208-bb2442e7
BEN,1,Inf,TRUE,2,1,1,20230814-105315-afec0463
BEN,1,Inf,TRUE,2,2,-2,20230814-105252-1f5b1ed8
BEN,1,Inf,TRUE,2,2,-1,20230814-105238-2e3f8154
BEN,1,Inf,TRUE,2,2,0,20230814-105348-a5ecaff2
BEN,1,Inf,TRUE,2,2,1,20230814-105322-35c276df
CIV,1,Inf,TRUE,-1,-1,-2,NA
CIV,1,Inf,TRUE,-1,-1,-1,NA
CIV,1,Inf,TRUE,-1,-1,0,NA
CIV,1,Inf,TRUE,-1,-1,1,NA
CIV,1,Inf,TRUE,-1,0,-2,NA
CIV,1,Inf,TRUE,-1,0,-1,NA
CIV,1,Inf,TRUE,-1,0,0,NA
CIV,1,Inf,TRUE,-1,0,1,NA
CIV,1,Inf,TRUE,-1,1,-2,NA
CIV,1,Inf,TRUE,-1,1,-1,NA
CIV,1,Inf,TRUE,-1,1,0,NA
CIV,1,Inf,TRUE,-1,1,1,NA
CIV,1,Inf,TRUE,-1,2,-2,NA
CIV,1,Inf,TRUE,-1,2,-1,NA
CIV,1,Inf,TRUE,-1,2,0,NA
CIV,1,Inf,TRUE,-1,2,1,NA
CIV,1,Inf,TRUE,0,-1,-2,NA
CIV,1,Inf,TRUE,0,-1,-1,NA
CIV,1,Inf,TRUE,0,-1,0,NA
CIV,1,Inf,TRUE,0,-1,1,NA
CIV,1,Inf,TRUE,0,0,-2,NA
CIV,1,Inf,TRUE,0,0,-1,NA
CIV,1,Inf,TRUE,0,0,0,NA
CIV,1,Inf,TRUE,0,0,1,NA
CIV,1,Inf,TRUE,0,1,-2,NA
CIV,1,Inf,TRUE,0,1,-1,NA
CIV,1,Inf,TRUE,0,1,0,NA
CIV,1,Inf,TRUE,0,1,1,NA
CIV,1,Inf,TRUE,0,2,-2,NA
CIV,1,Inf,TRUE,0,2,-1,NA
CIV,1,Inf,TRUE,0,2,0,NA
CIV,1,Inf,TRUE,0,2,1,NA
CIV,1,Inf,TRUE,1,-1,-2,NA
CIV,1,Inf,TRUE,1,-1,-1,NA
CIV,1,Inf,TRUE,1,-1,0,NA
CIV,1,Inf,TRUE,1,-1,1,NA
CIV,1,Inf,TRUE,1,0,-2,NA
CIV,1,Inf,TRUE,1,0,-1,NA
CIV,1,Inf,TRUE,1,0,0,NA
CIV,1,Inf,TRUE,1,0,1,NA
CIV,1,Inf,TRUE,1,1,-2,NA
CIV,1,Inf,TRUE,1,1,-1,NA
CIV,1,Inf,TRUE,1,1,0,NA
CIV,1,Inf,TRUE,1,1,1,NA
CIV,1,Inf,TRUE,1,2,-2,NA
CIV,1,Inf,TRUE,1,2,-1,NA
CIV,1,Inf,TRUE,1,2,0,NA
CIV,1,Inf,TRUE,1,2,1,NA
CIV,1,Inf,TRUE,2,-1,-2,NA
CIV,1,Inf,TRUE,2,-1,-1,NA
CIV,1,Inf,TRUE,2,-1,0,NA
CIV,1,Inf,TRUE,2,-1,1,NA
CIV,1,Inf,TRUE,2,0,-2,NA
CIV,1,Inf,TRUE,2,0,-1,NA
CIV,1,Inf,TRUE,2,0,0,NA
CIV,1,Inf,TRUE,2,0,1,NA
CIV,1,Inf,TRUE,2,1,-2,NA
CIV,1,Inf,TRUE,2,1,-1,NA
CIV,1,Inf,TRUE,2,1,0,NA
CIV,1,Inf,TRUE,2,1,1,NA
CIV,1,Inf,TRUE,2,2,-2,NA
CIV,1,Inf,TRUE,2,2,-1,NA
CIV,1,Inf,TRUE,2,2,0,NA
CIV,1,Inf,TRUE,2,2,1,NA
CMR,1,Inf,TRUE,-1,-1,-2,20230813-213025-640921ac
CMR,1,Inf,TRUE,-1,-1,-1,20230812-224531-c0dae7c0
CMR,1,Inf,TRUE,-1,-1,0,20230814-105307-0c084805
CMR,1,Inf,TRUE,-1,-1,1,20230814-105416-4bc9a06c
CMR,1,Inf,TRUE,-1,0,-2,20230814-105348-c2d0fb04
CMR,1,Inf,TRUE,-1,0,-1,20230814-105333-bda86a10
CMR,1,Inf,TRUE,-1,0,0,20230813-213142-b6a6a40d
CMR,1,Inf,TRUE,-1,0,1,20230814-105445-211a849c
CMR,1,Inf,TRUE,-1,1,-2,20230812-224621-1d9845a8
CMR,1,Inf,TRUE,-1,1,-1,20230814-105425-573e92c9
CMR,1,Inf,TRUE,-1,1,0,20230814-105400-3c61dee5
CMR,1,Inf,TRUE,-1,1,1,20230814-105515-24f2fd2b
CMR,1,Inf,TRUE,-1,2,-2,20230812-224707-c9e3f468
CMR,1,Inf,TRUE,-1,2,-1,20230812-224730-d545f050
CMR,1,Inf,TRUE,-1,2,0,20230814-105457-364516e4
CMR,1,Inf,TRUE,-1,2,1,20230814-105428-cb21c48c
CMR,1,Inf,TRUE,0,-1,-2,20230814-105546-826bc3ed
CMR,1,Inf,TRUE,0,-1,-1,20230814-105529-b1758f95
CMR,1,Inf,TRUE,0,-1,0,20230814-105504-f86af6f3
CMR,1,Inf,TRUE,0,-1,1,20230812-224831-759fb6c7
CMR,1,Inf,TRUE,0,0,-2,20230812-224823-7ad49fda
CMR,1,Inf,TRUE,0,0,-1,20230814-105616-2f764332
CMR,1,Inf,TRUE,0,0,0,20230812-224905-b9f1d8ad
CMR,1,Inf,TRUE,0,0,1,20230814-105559-71850722
CMR,1,Inf,TRUE,0,1,-2,20230814-105533-2f9ee030
CMR,1,Inf,TRUE,0,1,-1,20230813-213332-13269f6f
CMR,1,Inf,TRUE,0,1,0,20230814-105646-5b36cf13
CMR,1,Inf,TRUE,0,1,1,20230814-105628-0e9d8642
CMR,1,Inf,TRUE,0,2,-2,20230814-105607-028e575d
CMR,1,Inf,TRUE,0,2,-1,NA
CMR,1,Inf,TRUE,0,2,0,20230812-225000-26fed373
CMR,1,Inf,TRUE,0,2,1,20230812-225036-c17342dd
CMR,1,Inf,TRUE,1,-1,-2,20230814-105655-77ed2afd
CMR,1,Inf,TRUE,1,-1,-1,20230814-105636-9b482322
CMR,1,Inf,TRUE,1,-1,0,20230812-225111-661994a3
CMR,1,Inf,TRUE,1,-1,1,20230812-225048-5e7a26f0
CMR,1,Inf,TRUE,1,0,-2,20230814-105743-fd9a8d57
CMR,1,Inf,TRUE,1,0,-1,20230814-105723-44e63f10
CMR,1,Inf,TRUE,1,0,0,20230814-105707-96cbbb00
CMR,1,Inf,TRUE,1,0,1,20230813-213544-16f3d5b5
CMR,1,Inf,TRUE,1,1,-2,20230812-225212-3df8f9f4
CMR,1,Inf,TRUE,1,1,-1,20230814-105810-dd7294b8
CMR,1,Inf,TRUE,1,1,0,20230812-225204-1d61d4b5
CMR,1,Inf,TRUE,1,1,1,20230814-105753-ff09a9b0
CMR,1,Inf,TRUE,1,2,-2,20230814-105735-95ba6669
CMR,1,Inf,TRUE,1,2,-1,20230814-105846-cdfa1848
CMR,1,Inf,TRUE,1,2,0,20230812-225310-41ba0f67
CMR,1,Inf,TRUE,1,2,1,20230812-225249-5a8a8f5c
CMR,1,Inf,TRUE,2,-1,-2,20230814-105821-c882ac82
CMR,1,Inf,TRUE,2,-1,-1,20230814-105804-dd6db35c
CMR,1,Inf,TRUE,2,-1,0,20230814-105915-a35cea6d
CMR,1,Inf,TRUE,2,-1,1,20230814-105847-c154f6c5
CMR,1,Inf,TRUE,2,0,-2,20230814-105833-f73dec66
CMR,1,Inf,TRUE,2,0,-1,20230812-225350-6c0f4bb9
CMR,1,Inf,TRUE,2,0,0,20230812-225411-e5a327d0
CMR,1,Inf,TRUE,2,0,1,20230814-105947-b151bad3
CMR,1,Inf,TRUE,2,1,-2,20230814-105916-8830f150
CMR,1,Inf,TRUE,2,1,-1,20230814-105903-83050d8a
CMR,1,Inf,TRUE,2,1,0,20230814-110020-cce7940a
CMR,1,Inf,TRUE,2,1,1,20230812-225453-2b860a40
CMR,1,Inf,TRUE,2,2,-2,20230814-105947-e54cce07
CMR,1,Inf,TRUE,2,2,-1,20230814-105935-338af054
CMR,1,Inf,TRUE,2,2,0,20230814-110057-0d3e0e2e
CMR,1,Inf,TRUE,2,2,1,20230814-110021-1cced018
COG,1,Inf,TRUE,-1,-1,-2,NA
COG,1,Inf,TRUE,-1,-1,-1,NA
COG,1,Inf,TRUE,-1,-1,0,NA
COG,1,Inf,TRUE,-1,-1,1,NA
COG,1,Inf,TRUE,-1,0,-2,NA
COG,1,Inf,TRUE,-1,0,-1,NA
COG,1,Inf,TRUE,-1,0,0,NA
COG,1,Inf,TRUE,-1,0,1,NA
COG,1,Inf,TRUE,-1,1,-2,NA
COG,1,Inf,TRUE,-1,1,-1,NA
COG,1,Inf,TRUE,-1,1,0,NA
COG,1,Inf,TRUE,-1,1,1,NA
COG,1,Inf,TRUE,-1,2,-2,NA
COG,1,Inf,TRUE,-1,2,-1,NA
COG,1,Inf,TRUE,-1,2,0,NA
COG,1,Inf,TRUE,-1,2,1,NA
COG,1,Inf,TRUE,0,-1,-2,NA
COG,1,Inf,TRUE,0,-1,-1,NA
COG,1,Inf,TRUE,0,-1,0,NA
COG,1,Inf,TRUE,0,-1,1,NA
COG,1,Inf,TRUE,0,0,-2,NA
COG,1,Inf,TRUE,0,0,-1,NA
COG,1,Inf,TRUE,0,0,0,NA
COG,1,Inf,TRUE,0,0,1,NA
COG,1,Inf,TRUE,0,1,-2,NA
COG,1,Inf,TRUE,0,1,-1,NA
COG,1,Inf,TRUE,0,1,0,NA
COG,1,Inf,TRUE,0,1,1,NA
COG,1,Inf,TRUE,0,2,-2,NA
COG,1,Inf,TRUE,0,2,-1,NA
COG,1,Inf,TRUE,0,2,0,NA
COG,1,Inf,TRUE,0,2,1,NA
COG,1,Inf,TRUE,1,-1,-2,NA
COG,1,Inf,TRUE,1,-1,-1,NA
COG,1,Inf,TRUE,1,-1,0,NA
COG,1,Inf,TRUE,1,-1,1,NA
